category,urgency,distance_km,is_remote,road_type,weather,traffic_level,time_of_day,order_weight_kg,past_delay_count,vehicle_capacity_load_pct,customer_priority_flag,priority_score,eta_minutes,delayed
clothing,normal,27.54,0,paved,fog,2,evening,2.25,1,68,0,17.6,78.9,0
clothing,normal,7.79,0,paved,rain,2,morning,1.63,0,72,1,26.2,19.1,0
medicine,normal,2.72,0,unpaved,clear,3,night,8.0,0,72,0,48.1,10.1,1
groceries,high,1.12,0,paved,storm,3,night,0.91,0,34,0,34.1,8.6,0
electronics,normal,41.94,1,mixed,clear,1,morning,1.74,0,62,0,30.2,115.1,0
agricultural_supplies,normal,11.73,0,mixed,rain,4,afternoon,1.83,2,47,1,35.8,49.4,0
documents,normal,23.5,0,paved,rain,3,afternoon,3.94,0,70,0,30.3,67.2,0
clothing,low,1.85,0,paved,rain,4,evening,0.59,1,86,0,6.7,5.7,0
documents,normal,16.47,0,paved,clear,3,afternoon,3.38,0,91,0,21.0,32.0,0
medicine,normal,5.95,0,paved,storm,2,evening,5.82,0,39,1,70.6,19.9,0
electronics,normal,3.89,0,paved,rain,1,afternoon,1.14,2,33,0,16.4,5.0,0
medicine,normal,14.0,1,unpaved,rain,4,afternoon,0.76,2,61,0,62.8,76.9,1
medicine,normal,3.03,1,mixed,clear,1,evening,4.68,2,57,0,70.8,13.9,0
medicine,normal,69.99,1,mixed,clear,1,evening,2.25,0,65,0,60.8,181.3,0
clothing,high,6.63,1,paved,clear,1,morning,7.53,1,55,0,41.6,16.7,0
medicine,low,4.18,0,paved,rain,5,night,3.63,1,55,0,32.9,9.6,0
electronics,high,14.44,0,unpaved,clear,3,night,7.08,2,63,0,27.5,56.2,1
medicine,normal,9.68,1,paved,clear,3,morning,13.68,1,35,0,62.7,27.3,0
documents,high,9.6,0,paved,clear,3,evening,2.01,1,53,0,44.2,23.5,0
groceries,normal,5.47,1,mixed,rain,2,afternoon,1.86,3,80,0,35.6,29.2,1
electronics,high,5.57,1,paved,rain,1,night,12.08,1,22,0,44.9,17.2,0
documents,emergency,12.18,0,unpaved,clear,4,afternoon,2.97,0,99,0,58.3,47.6,1
clothing,emergency,3.43,1,unpaved,rain,4,afternoon,8.84,1,24,0,54.4,20.9,1
agricultural_supplies,normal,64.7,0,paved,clear,1,evening,1.99,2,53,1,44.7,128.4,0
medicine,emergency,3.34,0,mixed,clear,4,morning,5.81,4,75,0,81.1,7.2,0
groceries,low,9.28,0,paved,clear,1,afternoon,2.14,1,48,0,8.5,16.2,0
groceries,normal,11.54,0,paved,clear,1,morning,2.25,2,77,1,36.0,27.0,0
medicine,normal,1.77,0,mixed,clear,5,night,2.6,0,27,0,53.8,5.3,0
agricultural_supplies,high,25.59,0,paved,clear,4,morning,4.14,3,49,1,57.6,63.4,0
clothing,high,7.56,1,paved,rain,2,afternoon,0.47,1,68,0,41.3,22.1,0
groceries,normal,20.75,0,mixed,rain,1,afternoon,9.36,4,79,1,25.8,58.3,0
groceries,normal,9.88,0,mixed,rain,3,night,2.86,1,91,0,20.0,36.6,0
agricultural_supplies,low,21.62,0,paved,fog,3,night,3.29,2,94,0,15.1,71.7,1
groceries,emergency,3.19,0,paved,rain,2,evening,1.51,0,92,0,50.5,10.7,0
electronics,high,1.44,0,paved,clear,3,evening,2.79,0,69,1,40.9,5.0,0
medicine,low,27.44,1,unpaved,rain,3,morning,1.81,0,63,0,44.8,133.5,1
agricultural_supplies,high,34.24,0,paved,clear,3,evening,7.21,2,47,0,51.0,77.9,0
clothing,low,26.17,0,paved,clear,4,night,11.95,0,74,0,6.3,59.4,0
medicine,low,14.08,0,mixed,clear,3,morning,1.55,2,57,0,39.2,46.8,0
groceries,normal,8.59,0,unpaved,clear,5,morning,5.06,1,44,0,28.4,41.1,0
clothing,high,13.29,0,paved,rain,4,night,10.21,1,60,0,43.1,42.5,0
electronics,normal,11.03,0,mixed,clear,5,night,0.86,1,30,1,39.1,36.2,0
medicine,low,1.55,1,mixed,rain,4,morning,3.77,1,61,0,56.5,12.0,0
agricultural_supplies,high,4.56,0,mixed,clear,3,night,4.1,2,48,0,38.9,14.9,0
clothing,normal,1.96,1,mixed,fog,2,afternoon,0.24,1,82,0,28.5,9.1,1
documents,low,19.66,1,paved,clear,4,evening,2.54,1,41,0,27.2,57.4,0
clothing,emergency,11.89,1,mixed,rain,5,evening,1.95,1,38,0,52.5,55.4,0
agricultural_supplies,normal,15.33,0,paved,rain,3,afternoon,3.36,1,46,0,33.2,44.3,0
groceries,high,20.9,1,unpaved,clear,2,evening,2.05,0,54,0,58.7,78.0,0
groceries,normal,1.86,0,paved,clear,5,night,3.54,3,95,0,18.2,12.2,1
groceries,high,22.44,1,paved,rain,3,evening,1.41,1,47,0,46.4,72.2,0
medicine,normal,1.97,1,unpaved,fog,3,night,4.38,0,35,0,66.6,13.7,1
agricultural_supplies,emergency,1.99,0,paved,clear,2,evening,5.15,0,57,0,65.7,7.2,0
agricultural_supplies,low,42.84,1,mixed,rain,4,night,1.95,0,36,0,35.0,186.2,0
electronics,normal,2.0,0,paved,fog,1,afternoon,2.39,0,73,0,28.9,5.0,0
documents,normal,12.46,0,paved,clear,4,evening,2.74,1,63,0,28.0,30.7,0
agricultural_supplies,normal,27.46,0,unpaved,fog,4,evening,8.97,1,73,0,23.3,158.5,1
electronics,high,10.58,0,unpaved,clear,2,night,1.17,0,25,0,37.9,36.0,0
medicine,high,12.54,1,paved,rain,5,afternoon,1.46,2,77,0,70.0,46.1,0
groceries,normal,4.1,1,unpaved,clear,5,morning,1.12,1,33,0,36.1,22.1,1
groceries,emergency,4.33,1,mixed,clear,2,afternoon,7.53,2,28,0,59.7,16.9,0
medicine,normal,2.83,0,paved,clear,4,morning,3.22,1,80,0,57.0,6.3,0
clothing,normal,6.71,0,paved,clear,3,night,4.2,1,37,1,26.8,12.0,0
electronics,low,15.74,0,unpaved,clear,1,evening,5.73,3,37,0,2.9,43.4,0
agricultural_supplies,high,8.2,0,paved,clear,4,morning,8.15,1,72,0,46.1,16.6,0
groceries,normal,1.84,0,paved,clear,3,afternoon,7.73,1,76,0,20.0,5.0,0
electronics,normal,17.49,1,mixed,clear,2,morning,8.01,1,27,1,37.5,42.2,0
clothing,normal,33.69,0,paved,fog,1,evening,9.16,1,53,0,27.9,84.4,0
electronics,high,35.01,1,unpaved,fog,2,afternoon,11.93,1,93,0,52.5,176.0,1
clothing,low,13.06,1,unpaved,clear,1,evening,2.96,3,45,0,16.4,43.0,0
clothing,normal,6.78,0,paved,rain,5,afternoon,3.76,4,66,0,25.4,25.6,0
documents,high,1.66,1,paved,clear,2,afternoon,4.1,1,35,0,49.6,5.0,0
clothing,normal,6.4,1,paved,rain,5,afternoon,4.62,0,35,0,26.3,28.4,0
medicine,high,2.9,1,paved,rain,1,evening,3.44,1,64,0,81.2,16.5,0
groceries,low,12.27,1,paved,fog,5,morning,1.93,2,35,0,13.9,37.7,1
clothing,normal,8.34,0,paved,clear,2,evening,3.83,0,53,0,10.0,15.2,0
agricultural_supplies,low,4.25,0,mixed,clear,4,night,2.69,2,39,0,19.5,19.4,0
clothing,high,6.76,0,mixed,clear,3,morning,3.25,2,71,0,36.8,22.3,0
agricultural_supplies,normal,5.07,1,unpaved,clear,2,night,4.06,2,29,0,41.3,22.7,1
medicine,normal,12.07,0,paved,fog,1,evening,0.5,1,30,0,56.6,30.1,0
medicine,normal,9.66,1,unpaved,clear,4,morning,1.77,1,73,0,64.2,52.1,1
clothing,high,15.32,0,paved,fog,4,morning,2.58,0,88,0,29.4,51.8,0
groceries,normal,12.83,0,unpaved,rain,3,night,3.96,2,65,0,28.9,66.9,1
groceries,low,43.87,1,mixed,clear,2,morning,2.66,1,72,0,18.8,129.1,0
medicine,low,9.02,1,paved,fog,3,morning,4.19,0,61,1,52.1,27.6,0
clothing,normal,4.73,1,paved,clear,5,evening,1.43,2,86,0,30.3,15.1,1
medicine,high,3.95,0,paved,rain,3,night,3.29,0,76,0,68.6,14.3,0
agricultural_supplies,low,41.73,0,mixed,clear,4,night,0.95,3,55,0,11.3,132.8,0
electronics,low,35.11,1,mixed,fog,4,evening,5.41,1,95,0,17.7,165.2,1
electronics,low,4.65,0,paved,clear,1,night,3.73,3,78,0,0.0,11.7,0
electronics,emergency,6.99,1,mixed,clear,4,night,5.23,1,44,0,62.8,23.5,1
medicine,low,12.29,1,paved,clear,1,afternoon,1.99,0,54,0,54.1,23.8,0
agricultural_supplies,low,1.6,0,mixed,rain,2,morning,1.3,2,88,0,19.0,5.0,0
medicine,high,27.42,1,mixed,fog,1,afternoon,3.58,2,42,1,90.2,96.0,0
medicine,normal,3.95,0,paved,clear,1,morning,0.89,0,98,0,45.3,8.7,0
groceries,normal,3.43,0,unpaved,clear,3,evening,3.29,0,51,1,25.4,16.5,0
medicine,normal,16.62,1,mixed,rain,2,night,1.17,2,96,0,73.5,61.2,0
electronics,normal,9.44,0,paved,clear,5,afternoon,2.6,0,77,1,32.1,28.6,0
groceries,high,23.22,1,unpaved,rain,1,afternoon,5.69,2,77,0,45.0,97.5,1
documents,emergency,30.72,0,paved,fog,4,afternoon,3.73,0,71,0,61.2,104.5,1
groceries,normal,2.03,1,mixed,fog,4,morning,5.95,3,86,1,44.3,7.7,1
medicine,high,5.77,0,paved,fog,4,evening,0.28,1,99,1,73.2,24.1,1
documents,emergency,7.83,0,paved,clear,5,evening,5.28,2,59,0,52.4,27.0,0
groceries,high,21.89,0,paved,rain,4,afternoon,3.19,0,39,0,39.5,74.9,0
agricultural_supplies,low,7.87,0,paved,clear,3,afternoon,1.71,2,35,0,16.4,21.8,0
groceries,low,32.25,0,paved,storm,5,night,9.03,0,97,0,5.6,160.5,1
electronics,low,5.16,1,mixed,clear,4,afternoon,4.84,0,37,1,26.8,21.5,0
documents,normal,9.65,0,paved,clear,5,evening,1.04,2,32,0,26.3,26.1,0
clothing,normal,3.57,1,unpaved,clear,1,morning,3.6,1,96,0,21.5,12.9,1
electronics,normal,2.18,0,paved,rain,5,evening,2.4,2,23,0,16.3,6.2,0
documents,normal,3.49,1,mixed,rain,2,evening,2.21,3,21,0,36.1,21.2,0
groceries,normal,5.31,0,mixed,clear,3,night,3.85,1,89,0,33.7,18.8,0
clothing,low,6.1,0,unpaved,fog,1,afternoon,3.2,1,98,0,0.0,22.6,1
groceries,normal,29.09,0,paved,clear,3,morning,1.18,2,29,1,33.5,74.7,0
groceries,normal,5.71,0,paved,rain,1,night,7.67,1,63,0,26.6,16.3,0
agricultural_supplies,low,2.07,0,paved,clear,3,morning,8.95,1,85,0,14.7,14.1,0
electronics,high,17.69,1,mixed,clear,3,night,5.4,2,25,0,44.8,50.2,0
documents,normal,1.49,0,unpaved,rain,1,evening,12.06,3,20,0,24.5,6.8,0
agricultural_supplies,normal,1.16,1,mixed,clear,5,morning,5.27,1,20,0,46.3,16.3,0
medicine,low,24.13,0,paved,clear,3,night,1.08,2,23,0,43.3,53.3,0
agricultural_supplies,low,29.17,1,unpaved,clear,1,morning,8.93,1,39,0,34.6,93.8,1
groceries,low,45.97,0,unpaved,clear,3,evening,2.72,0,32,0,8.4,180.7,1
medicine,emergency,15.57,1,paved,rain,4,night,5.72,1,28,0,88.3,51.7,0
groceries,normal,29.29,0,paved,clear,4,morning,3.5,4,48,0,28.1,71.4,0
medicine,normal,13.49,0,mixed,fog,4,afternoon,3.03,1,48,0,63.6,55.0,0
electronics,low,7.35,0,paved,fog,3,night,9.03,1,91,0,3.2,22.3,0
documents,normal,28.93,0,paved,clear,1,afternoon,0.37,1,51,0,32.1,51.9,0
groceries,high,8.47,0,mixed,clear,3,morning,3.25,0,41,0,46.5,29.1,0
groceries,low,26.57,1,mixed,rain,3,morning,4.21,2,72,0,26.9,110.5,0
agricultural_supplies,normal,13.31,0,paved,clear,3,night,7.87,0,98,0,36.3,34.3,0
electronics,low,13.35,0,paved,rain,1,night,1.06,2,48,0,5.4,42.0,0
groceries,normal,12.74,0,paved,fog,3,morning,5.63,0,49,0,21.8,42.2,1
groceries,normal,12.85,0,mixed,rain,2,morning,6.6,1,55,0,23.2,37.8,0
groceries,normal,38.62,1,mixed,rain,4,night,1.66,2,77,0,27.7,164.5,1
documents,emergency,41.72,0,mixed,clear,1,evening,5.91,4,38,0,58.6,101.9,0
groceries,normal,15.71,1,unpaved,clear,1,evening,1.17,1,21,0,42.5,54.0,0
groceries,high,4.7,1,paved,rain,3,afternoon,7.35,3,97,0,47.4,18.0,1
agricultural_supplies,normal,32.6,0,mixed,clear,5,morning,3.37,3,82,0,27.7,114.5,0
medicine,high,3.94,0,paved,clear,5,night,4.69,1,24,0,67.1,6.5,0
documents,emergency,2.02,1,unpaved,storm,4,evening,5.21,0,76,0,69.6,22.0,1
documents,emergency,7.82,0,unpaved,rain,5,afternoon,4.46,5,29,0,58.6,49.3,1
groceries,low,9.05,0,mixed,storm,1,night,8.37,0,92,0,12.6,40.1,1
clothing,high,26.21,1,mixed,clear,3,morning,9.09,2,65,0,41.7,82.0,0
medicine,high,10.85,1,paved,clear,3,evening,1.2,1,30,0,75.2,33.7,0
medicine,normal,41.69,1,paved,clear,4,night,5.31,0,74,0,62.3,111.8,0
medicine,normal,12.92,0,mixed,rain,2,morning,2.74,1,93,0,55.2,49.0,0
clothing,normal,18.19,1,unpaved,clear,2,evening,7.58,0,45,0,31.6,73.1,0
groceries,normal,108.51,1,unpaved,clear,3,afternoon,3.57,2,28,0,29.3,430.0,1
medicine,normal,7.36,1,unpaved,rain,3,morning,10.01,2,85,1,72.4,37.5,1
documents,low,13.25,1,paved,clear,5,morning,3.22,0,39,0,18.8,41.4,0
agricultural_supplies,high,18.44,0,paved,clear,3,night,5.9,1,63,0,43.2,48.5,0
clothing,normal,1.01,1,mixed,clear,3,morning,6.03,2,32,0,24.7,7.9,0
agricultural_supplies,high,13.5,1,unpaved,clear,2,evening,6.42,1,91,0,54.0,55.4,1
agricultural_supplies,normal,1.97,0,paved,clear,5,evening,2.04,0,23,0,32.0,7.6,0
clothing,low,1.02,1,unpaved,fog,5,evening,5.23,1,61,0,15.8,15.9,1
documents,low,11.04,1,paved,clear,4,night,1.3,2,23,0,13.2,33.5,0
clothing,high,2.17,1,unpaved,clear,2,night,8.5,2,97,0,45.0,15.4,1
medicine,high,2.78,0,paved,clear,4,night,5.76,0,99,0,68.2,13.0,0
groceries,emergency,7.66,0,paved,fog,5,evening,5.86,1,61,0,59.0,29.2,1
documents,normal,50.09,0,paved,rain,5,afternoon,7.41,1,46,0,23.4,165.9,0
clothing,normal,1.13,1,unpaved,fog,5,evening,3.55,1,34,0,33.7,14.1,1
medicine,low,14.47,0,paved,clear,3,evening,1.11,0,55,0,42.3,34.8,0
groceries,normal,9.86,0,unpaved,clear,3,evening,0.71,5,36,0,14.4,40.3,1
electronics,low,1.27,0,mixed,clear,4,afternoon,1.39,1,63,1,7.6,7.1,0
agricultural_supplies,normal,12.8,0,paved,fog,2,afternoon,3.39,0,53,0,26.4,36.6,0
groceries,normal,10.95,1,unpaved,clear,4,morning,8.16,2,77,0,33.8,60.7,0
clothing,high,2.85,0,unpaved,clear,1,morning,7.44,0,92,0,37.8,14.2,0
documents,low,4.2,0,paved,fog,5,morning,9.3,1,25,0,13.4,10.5,0
agricultural_supplies,emergency,19.76,0,mixed,clear,3,evening,0.49,0,36,0,67.7,58.0,0
documents,normal,16.96,0,paved,clear,3,morning,6.39,2,65,0,27.0,40.2,0
medicine,low,35.87,0,paved,clear,5,morning,4.6,5,20,0,45.8,91.9,0
medicine,normal,5.04,0,paved,fog,5,morning,4.99,4,42,0,58.3,12.0,0
medicine,high,21.14,0,paved,clear,1,night,2.03,1,60,0,75.0,36.9,0
documents,normal,25.36,1,unpaved,clear,2,morning,3.42,2,27,1,51.7,98.4,0
groceries,high,9.32,0,unpaved,rain,1,night,7.57,1,48,0,37.9,40.3,0
medicine,high,24.23,1,mixed,clear,4,afternoon,3.57,3,47,0,77.8,84.7,0
electronics,normal,3.13,0,paved,clear,4,night,4.31,1,25,0,10.7,5.0,0
medicine,low,4.47,0,paved,rain,3,evening,4.43,1,96,0,46.1,7.0,0
medicine,normal,10.42,1,mixed,fog,2,evening,4.32,3,53,0,59.8,44.9,1
groceries,normal,30.26,0,paved,clear,2,morning,5.01,2,31,0,23.9,64.9,0
documents,normal,14.72,1,mixed,clear,5,night,4.35,2,63,0,37.7,55.3,0
agricultural_supplies,emergency,1.7,0,mixed,rain,3,afternoon,3.63,1,29,1,66.4,7.1,0
groceries,high,17.89,0,paved,storm,5,night,1.05,2,62,1,54.0,82.6,0
medicine,normal,16.4,1,mixed,clear,4,morning,2.97,2,51,0,59.0,56.4,0
agricultural_supplies,normal,2.09,1,mixed,fog,5,night,10.56,2,96,0,37.2,16.0,1
agricultural_supplies,emergency,14.07,0,paved,rain,3,morning,0.82,0,86,0,69.8,38.1,0
groceries,high,20.22,1,unpaved,clear,3,evening,1.14,0,24,0,53.4,90.4,0
documents,normal,7.27,0,paved,clear,1,evening,2.88,0,32,0,25.5,17.6,0
groceries,high,7.75,1,unpaved,clear,2,evening,3.77,1,29,1,58.3,32.9,1
clothing,normal,2.6,0,mixed,storm,2,night,0.63,1,28,0,18.5,11.9,0
medicine,high,14.8,0,mixed,clear,4,evening,2.67,3,88,0,65.5,51.4,1
groceries,normal,14.86,0,paved,rain,5,night,6.9,1,33,0,19.1,49.5,0
groceries,low,1.3,1,mixed,clear,2,night,3.31,1,66,0,16.9,5.0,0
medicine,low,11.28,0,paved,clear,1,morning,6.0,0,32,0,28.5,28.9,0
agricultural_supplies,high,43.48,1,mixed,clear,5,night,5.34,1,81,0,63.7,156.1,0
groceries,normal,2.27,1,unpaved,storm,2,evening,1.09,0,50,0,35.0,10.1,1
medicine,normal,4.86,0,paved,clear,1,night,0.76,2,77,0,67.3,11.9,0
groceries,normal,3.5,0,paved,rain,1,evening,5.58,1,28,0,22.0,18.3,0
electronics,normal,18.93,1,unpaved,rain,1,evening,5.09,2,97,0,33.5,81.4,1
groceries,normal,43.65,0,paved,clear,3,evening,4.87,5,48,0,26.1,101.4,0
electronics,low,2.06,0,paved,clear,5,afternoon,1.84,1,94,1,17.7,9.3,0
clothing,normal,15.65,0,paved,clear,1,evening,0.32,0,57,0,22.9,33.6,0
electronics,emergency,17.52,0,mixed,clear,3,night,1.13,2,80,0,54.5,47.1,0
agricultural_supplies,high,40.58,0,paved,clear,3,night,3.45,1,83,0,48.1,91.0,0
medicine,normal,6.88,0,mixed,clear,4,night,2.76,2,34,1,61.2,20.3,0
electronics,normal,4.97,1,paved,clear,4,morning,4.21,0,58,0,30.1,13.3,0
electronics,high,11.86,0,mixed,fog,5,afternoon,4.52,2,54,0,39.9,51.4,0
agricultural_supplies,normal,25.39,1,mixed,clear,5,morning,7.4,2,98,0,46.7,94.3,1
groceries,emergency,11.26,1,paved,clear,5,morning,2.5,0,31,0,60.8,38.0,0
agricultural_supplies,normal,12.97,1,paved,rain,3,evening,1.4,2,25,0,39.2,38.2,0
clothing,normal,6.84,0,paved,clear,3,night,1.1,0,21,0,20.8,13.9,0
clothing,normal,1.75,0,mixed,clear,1,evening,5.5,1,60,0,25.4,7.6,0
agricultural_supplies,emergency,44.42,1,paved,rain,2,evening,7.04,2,35,0,73.7,119.2,0
medicine,normal,15.15,0,paved,clear,5,evening,4.28,3,98,0,51.7,59.5,1
agricultural_supplies,normal,12.99,0,paved,clear,1,morning,6.09,1,45,0,36.7,26.3,0
agricultural_supplies,emergency,5.28,0,unpaved,fog,4,morning,8.78,0,58,0,69.9,26.7,1
groceries,high,1.88,0,paved,clear,1,afternoon,7.08,2,87,0,34.5,8.0,0
electronics,high,13.67,1,mixed,clear,1,evening,4.67,0,27,0,53.2,35.2,0
agricultural_supplies,normal,13.38,0,paved,clear,5,afternoon,4.03,0,29,1,39.3,32.5,0
documents,normal,4.2,0,paved,rain,5,morning,4.05,2,43,0,29.0,16.5,0
electronics,emergency,13.13,0,unpaved,clear,4,night,6.32,1,53,0,56.0,54.8,1
groceries,high,45.89,0,mixed,rain,4,night,1.85,0,92,1,41.7,193.9,0
groceries,low,2.51,1,mixed,clear,1,night,5.24,3,91,0,16.8,13.3,0
agricultural_supplies,normal,4.52,1,unpaved,clear,2,afternoon,1.36,3,70,0,38.3,14.6,1
documents,high,4.84,0,paved,rain,5,morning,7.54,4,40,0,44.4,19.0,0
documents,normal,3.04,1,unpaved,storm,3,night,8.22,4,82,0,43.3,27.3,1
groceries,emergency,6.34,0,unpaved,rain,1,evening,1.63,1,77,1,56.9,22.0,0
electronics,normal,3.96,1,mixed,clear,3,afternoon,2.22,1,26,0,29.2,17.8,0
medicine,low,34.93,1,paved,clear,5,night,4.38,1,25,0,48.9,95.4,0
groceries,low,6.08,1,paved,clear,2,afternoon,3.99,2,25,0,12.6,13.8,0
groceries,emergency,11.27,1,paved,clear,4,night,0.77,0,35,0,62.6,33.1,0
agricultural_supplies,low,37.61,1,paved,clear,1,night,9.25,1,64,0,34.0,74.9,0
groceries,normal,7.81,0,mixed,clear,4,night,1.45,1,99,0,16.4,30.6,0
groceries,normal,5.42,1,unpaved,clear,2,evening,0.41,0,20,0,33.1,19.9,1
clothing,normal,12.7,0,paved,clear,1,night,3.98,1,83,0,21.5,23.2,0
groceries,low,3.68,0,paved,rain,3,evening,3.2,1,42,0,7.7,15.3,0
groceries,high,19.45,0,mixed,clear,5,afternoon,6.27,2,28,1,47.2,69.8,0
agricultural_supplies,normal,1.35,0,paved,clear,1,afternoon,1.1,3,97,0,36.3,5.0,0
electronics,normal,3.77,0,paved,clear,4,night,3.27,2,20,0,28.0,11.4,0
medicine,normal,7.32,1,unpaved,rain,2,morning,16.69,1,75,0,71.5,45.7,0
groceries,normal,15.94,0,paved,clear,5,evening,7.83,1,33,0,17.3,41.0,0
groceries,normal,24.62,0,paved,storm,4,afternoon,3.02,0,74,0,25.7,112.4,0
clothing,normal,15.51,0,paved,rain,5,morning,3.26,3,28,0,18.8,54.7,0
agricultural_supplies,normal,15.2,0,paved,fog,3,evening,2.09,2,79,1,42.5,51.4,0
medicine,normal,6.19,0,paved,clear,5,evening,6.33,1,92,0,62.5,20.4,0
documents,low,2.57,0,paved,clear,1,morning,11.82,2,94,0,13.3,5.0,0
medicine,normal,1.49,0,paved,clear,2,evening,3.82,1,23,0,46.1,6.8,0
documents,normal,28.58,0,paved,fog,1,evening,2.35,0,81,0,22.1,76.0,0
groceries,low,7.69,0,paved,clear,2,morning,1.19,1,51,0,2.4,17.7,0
groceries,low,25.71,1,paved,fog,4,evening,3.35,1,25,0,21.2,94.7,1
electronics,high,38.71,1,mixed,clear,5,evening,1.78,1,84,0,33.9,137.6,0
groceries,low,4.93,0,mixed,clear,2,night,1.49,2,86,0,6.6,14.6,0
medicine,high,60.48,0,paved,rain,1,night,4.86,0,62,0,66.6,146.9,0
medicine,high,12.48,0,unpaved,rain,2,evening,8.62,2,32,0,64.9,42.4,0
groceries,high,2.26,0,paved,clear,2,morning,2.57,1,34,0,39.0,7.7,0
groceries,emergency,19.68,0,mixed,clear,2,evening,0.66,2,40,0,58.5,52.4,0
agricultural_supplies,normal,71.01,1,mixed,rain,2,night,1.47,0,61,0,51.7,238.6,0
agricultural_supplies,high,4.91,0,paved,fog,4,morning,6.67,2,69,0,47.7,16.1,0
groceries,emergency,5.35,1,paved,clear,1,night,4.42,2,49,0,62.5,13.9,0
clothing,high,27.21,0,mixed,clear,1,afternoon,4.09,1,62,0,38.4,68.8,0
groceries,normal,38.96,0,paved,clear,5,night,1.68,4,73,0,11.4,105.6,0
medicine,emergency,39.52,0,mixed,rain,2,afternoon,3.93,2,52,0,85.0,139.8,0
medicine,normal,2.3,0,paved,fog,1,afternoon,8.86,0,92,0,53.8,5.0,0
agricultural_supplies,normal,15.9,0,paved,clear,1,evening,7.53,0,61,0,28.5,30.3,0
medicine,high,5.52,0,paved,rain,4,night,5.29,0,46,0,70.4,20.6,0
medicine,normal,8.88,0,unpaved,fog,5,afternoon,6.78,0,40,0,52.8,52.6,1
electronics,low,18.29,0,unpaved,clear,1,evening,2.01,1,46,1,20.9,60.9,0
clothing,high,11.2,0,mixed,clear,1,afternoon,4.55,2,75,0,33.6,27.7,0
medicine,low,13.77,0,paved,fog,5,evening,4.71,0,27,0,38.9,51.6,1
medicine,normal,2.88,0,paved,rain,3,night,3.25,1,91,0,51.5,10.0,0
groceries,normal,11.54,0,unpaved,rain,4,afternoon,2.73,0,83,0,17.3,64.8,1
groceries,low,8.99,0,paved,clear,4,evening,4.5,1,90,0,7.5,23.1,0
medicine,low,19.35,0,paved,clear,2,afternoon,1.49,1,90,1,56.0,45.6,0
groceries,normal,10.92,1,mixed,clear,2,night,3.77,1,65,0,31.6,38.5,0
agricultural_supplies,low,2.99,0,paved,fog,4,afternoon,1.81,0,50,0,26.3,8.3,1
documents,normal,7.93,1,mixed,rain,5,morning,5.25,0,92,0,44.3,38.6,0
medicine,normal,24.87,0,paved,clear,1,evening,4.81,1,87,1,64.7,42.6,0
groceries,emergency,8.32,0,paved,clear,4,morning,1.26,1,43,0,52.3,23.7,0
groceries,high,1.13,0,paved,rain,1,night,7.1,1,68,0,37.4,5.0,0
medicine,low,10.27,0,paved,clear,2,morning,4.51,3,30,0,40.0,21.3,1
groceries,normal,11.71,1,paved,clear,2,afternoon,1.98,3,31,1,37.9,26.0,0
groceries,normal,9.81,0,unpaved,rain,3,evening,1.12,1,30,0,18.1,47.3,0
agricultural_supplies,emergency,9.01,1,mixed,rain,2,morning,5.05,2,48,0,73.0,39.8,0
groceries,low,4.18,1,unpaved,rain,5,morning,1.39,1,87,0,12.5,33.3,1
agricultural_supplies,emergency,22.87,0,paved,rain,5,morning,1.86,1,22,0,59.0,79.7,0
groceries,high,14.31,1,paved,clear,1,morning,2.06,0,70,0,40.1,35.2,0
clothing,emergency,3.22,1,paved,clear,5,morning,6.97,1,29,0,57.3,14.0,0
documents,low,13.18,0,paved,storm,5,night,4.09,2,56,1,20.6,69.8,0
agricultural_supplies,low,6.38,0,mixed,clear,5,evening,2.42,0,80,0,10.8,18.9,0
electronics,normal,31.35,1,unpaved,clear,3,evening,4.25,1,35,0,22.5,132.9,1
agricultural_supplies,emergency,4.16,0,paved,clear,5,afternoon,2.17,1,86,0,64.5,16.3,0
agricultural_supplies,high,18.44,0,paved,fog,5,evening,5.44,3,97,1,52.0,63.2,1
documents,low,10.83,1,mixed,rain,2,morning,5.05,2,64,0,22.5,46.2,0
medicine,normal,4.72,0,mixed,rain,2,afternoon,2.12,1,61,0,51.2,17.4,0
groceries,normal,12.52,1,mixed,clear,5,evening,12.57,1,47,1,34.0,51.4,0
agricultural_supplies,high,27.29,0,paved,rain,1,morning,4.29,1,66,1,57.8,64.6,0
groceries,normal,36.1,0,paved,clear,1,night,2.13,1,96,0,22.4,65.6,0
groceries,high,19.12,1,mixed,clear,1,afternoon,5.16,0,57,1,59.3,50.2,0
clothing,low,28.08,0,paved,clear,1,afternoon,2.24,3,45,0,4.7,54.9,0
electronics,high,1.1,1,paved,clear,3,evening,1.25,1,91,0,49.8,12.3,0
agricultural_supplies,high,1.08,1,mixed,clear,5,afternoon,2.5,3,55,0,61.2,5.0,0
groceries,low,12.48,0,paved,clear,4,night,3.75,2,85,0,6.8,32.4,0
electronics,normal,52.62,1,mixed,clear,1,morning,7.93,2,39,0,29.2,135.4,0
agricultural_supplies,normal,12.65,0,paved,clear,1,evening,0.58,0,80,0,33.6,25.1,0
groceries,emergency,9.74,1,paved,storm,2,night,2.76,2,64,0,66.6,39.6,1
medicine,normal,8.53,1,mixed,clear,5,evening,2.57,2,27,1,81.8,35.2,0
agricultural_supplies,emergency,8.67,1,unpaved,clear,5,evening,1.12,0,98,0,76.5,44.1,1
